year,area,chapter,gender,value
2004,19UE,XX,F,7
2004,19UG,I,M,1
2004,19UG,I,F,6
2004,19UG,II,M,66
2004,19UG,II,F,57
2004,19UG,III,M,1
2004,19UG,III,F,1
2004,19UG,IV,M,3
2004,19UG,IV,F,1
2004,19UG,V,M,6
2004,19UG,V,F,8
2004,19UG,VI,M,9
2004,19UG,VI,F,11
2004,19UG,VII,M,0
2004,19UG,VII,F,0
2004,19UG,VIII,M,0
2004,19UG,VIII,F,0
2004,19UG,IX,M,101
2004,19UG,IX,F,102
2004,19UG,X,M,35
2004,19UG,X,F,37
2004,19UG,XI,M,9
2004,19UG,XI,F,10
2004,19UG,XII,M,1
2004,19UG,XII,F,0
2004,19UG,XIII,M,2
2004,19UG,XIII,F,5
2004,19UG,XIV,M,1
2004,19UG,XIV,F,5
2004,19UG,XV,F,0
2004,19UG,XVI,M,0
2004,19UG,XVI,F,0
2004,19UG,XVII,M,1
2004,19UG,XVII,F,0
2004,19UG,XVIII,M,1
2004,19UG,XVIII,F,9
2004,19UG,XX,M,12
2004,19UG,XX,F,6
2004,19UH,I,M,1
2004,19UH,I,F,4
2004,19UH,II,M,169
2004,19UH,II,F,172
2004,19UH,III,M,0
2004,19UH,III,F,0
2004,19UH,IV,M,12
2004,19UH,IV,F,13
2004,19UH,V,M,7
2004,19UH,V,F,18
2004,19UH,VI,M,12
2004,19UH,VI,F,27
2004,19UH,VII,M,0
2004,19UH,VII,F,1
2004,19UH,VIII,M,0
2004,19UH,VIII,F,0
2004,19UH,IX,M,216
2004,19UH,IX,F,257
2004,19UH,X,M,69
2004,19UH,X,F,59
2004,19UH,XI,M,28
2004,19UH,XI,F,27
2004,19UH,XII,M,1
2004,19UH,XII,F,0
2004,19UH,XIII,M,3
2004,19UH,XIII,F,9
2004,19UH,XIV,M,9
2004,19UH,XIV,F,8
2004,19UH,XV,F,0
2004,19UH,XVI,M,0
2004,19UH,XVI,F,0
2004,19UH,XVII,M,0
2004,19UH,XVII,F,0
2004,19UH,XVIII,M,7
2004,19UH,XVIII,F,28
2004,19UH,XX,M,16
2004,19UH,XX,F,14
2004,19UJ,I,M,4
2004,19UJ,I,F,1
2004,19UJ,II,M,84
2004,19UJ,II,F,105
2004,19UJ,III,M,1
2004,19UJ,III,F,0
2004,19UJ,IV,M,6
2004,19UJ,IV,F,7
2004,19UJ,V,M,6
2004,19UJ,V,F,12
2004,19UJ,VI,M,11
2004,19UJ,VI,F,9
2004,19UJ,VII,M,0
2004,19UJ,VII,F,0
2004,19UJ,VIII,M,0
2004,19UJ,VIII,F,0
2004,19UJ,IX,M,120
2004,19UJ,IX,F,158
2004,19UJ,X,M,34
2004,19UJ,X,F,53
2004,19UJ,XI,M,14
2004,19UJ,XI,F,17
2004,19UJ,XII,M,0
2004,19UJ,XII,F,3
2004,19UJ,XIII,M,4
2004,19UJ,XIII,F,6
2004,19UJ,XIV,M,3
2004,19UJ,XIV,F,5
2004,19UJ,XV,F,0
2004,19UJ,XVI,M,0
2004,19UJ,XVI,F,0
2004,19UJ,XVII,M,0
2004,19UJ,XVII,F,0
2004,19UJ,XVIII,M,3
2004,19UJ,XVIII,F,9
2004,19UJ,XX,M,20
2004,19UJ,XX,F,10
2004,23UB,I,M,6
2004,23UB,I,F,3
2004,23UB,II,M,147
2004,23UB,II,F,120
2004,23UB,III,M,1
2004,23UB,III,F,0
2004,23UB,IV,M,6
2004,23UB,IV,F,5
2004,23UB,V,M,3
2004,23UB,V,F,17
2004,23UB,VI,M,22
2004,23UB,VI,F,11
2004,23UB,VII,M,0
2004,23UB,VII,F,0
2004,23UB,VIII,M,0
2004,23UB,VIII,F,0
2004,23UB,IX,M,182
2004,23UB,IX,F,211
2004,23UB,X,M,56
2004,23UB,X,F,73
2004,23UB,XI,M,20
2004,23UB,XI,F,26
2004,23UB,XII,M,1
2004,23UB,XII,F,2
2004,23UB,XIII,M,3
2004,23UB,XIII,F,10
2004,23UB,XIV,M,11
2004,23UB,XIV,F,7
2004,23UB,XV,F,0
2004,23UB,XVI,M,0
2004,23UB,XVI,F,0
2004,23UB,XVII,M,0
2004,23UB,XVII,F,1
2004,23UB,XVIII,M,11
2004,23UB,XVIII,F,36
2004,23UB,XX,M,22
2004,23UB,XX,F,14
2004,23UC,I,M,7
2004,23UC,I,F,7
2004,23UC,II,M,124
2004,23UC,II,F,105
2004,23UC,III,M,1
2004,23UC,III,F,0
2004,23UC,IV,M,6
2004,23UC,IV,F,5
2004,23UC,V,M,6
2004,23UC,V,F,23
2004,23UC,VI,M,12
2004,23UC,VI,F,12
2004,23UC,VII,M,0
2004,23UC,VII,F,0
2004,23UC,VIII,M,0
2004,23UC,VIII,F,0
2004,23UC,IX,M,154
2004,23UC,IX,F,190
2004,23UC,X,M,54
2004,23UC,X,F,61
2004,23UC,XI,M,24
2004,23UC,XI,F,26
2004,23UC,XII,M,0
2004,23UC,XII,F,2
2004,23UC,XIII,M,2
2004,23UC,XIII,F,1
2004,23UC,XIV,M,9
2004,23UC,XIV,F,5
2004,23UC,XV,F,0
2004,23UC,XVI,M,0
2004,23UC,XVI,F,0
2004,23UC,XVII,M,0
2004,23UC,XVII,F,0
2004,23UC,XVIII,M,12
2004,23UC,XVIII,F,22
2004,23UC,XX,M,22
2004,23UC,XX,F,15
2004,23UD,I,M,1
2004,23UD,I,F,6
2004,23UD,II,M,125
2004,23UD,II,F,92
2004,23UD,III,M,0
2004,23UD,III,F,2
2004,23UD,IV,M,6
2004,23UD,IV,F,7
2004,23UD,V,M,6
2004,23UD,V,F,17
2004,23UD,VI,M,12
2004,23UD,VI,F,12
2004,23UD,VII,M,0
2004,23UD,VII,F,0
2004,23UD,VIII,M,0
2004,23UD,VIII,F,0
2004,23UD,IX,M,167
2004,23UD,IX,F,169
2004,23UD,X,M,51
2004,23UD,X,F,59
2004,23UD,XI,M,12
2004,23UD,XI,F,19
2004,23UD,XII,M,0
2004,23UD,XII,F,1
2004,23UD,XIII,M,3
2004,23UD,XIII,F,5
2004,23UD,XIV,M,8
2004,23UD,XIV,F,6
2004,23UD,XV,F,0
2004,23UD,XVI,M,0
2004,23UD,XVI,F,0
2004,23UD,XVII,M,1
2004,23UD,XVII,F,0
2004,23UD,XVIII,M,9
2004,23UD,XVIII,F,23
2004,23UD,XX,M,14
2004,23UD,XX,F,8
2004,23UE,I,M,3
2004,23UE,I,F,8
2004,23UE,II,M,154
2004,23UE,II,F,135
2004,23UE,III,M,0
2004,23UE,III,F,0
2004,23UE,IV,M,7
2004,23UE,IV,F,12
2004,23UE,V,M,7
2004,23UE,V,F,19
2004,23UE,VI,M,8
2004,23UE,VI,F,17
2004,23UE,VII,M,0
2004,23UE,VII,F,0
2004,23UE,VIII,M,0
2004,23UE,VIII,F,0
2004,23UE,IX,M,196
2004,23UE,IX,F,216
2004,23UE,X,M,72
2004,23UE,X,F,64
2004,23UE,XI,M,44
2004,23UE,XI,F,21
2004,23UE,XII,M,0
2004,23UE,XII,F,1
2004,23UE,XIII,M,2
2004,23UE,XIII,F,8
2004,23UE,XIV,M,10
2004,23UE,XIV,F,10
2004,23UE,XV,F,0
2004,23UE,XVI,M,1
2004,23UE,XVI,F,0
2004,23UE,XVII,M,2
2004,23UE,XVII,F,1
2004,23UE,XVIII,M,10
2004,23UE,XVIII,F,18
2004,23UE,XX,M,26
2004,23UE,XX,F,14
2004,23UF,I,M,3
2004,23UF,I,F,3
2004,23UF,II,M,146
2004,23UF,II,F,135
2004,23UF,III,M,1
2004,23UF,III,F,2
2004,23UF,IV,M,3
2004,23UF,IV,F,7
2004,23UF,V,M,19
2004,23UF,V,F,29
2004,23UF,VI,M,19
2004,23UF,VI,F,33
2004,23UF,VII,M,0
2004,23UF,VII,F,0
2004,23UF,VIII,M,1
2004,23UF,VIII,F,0
2004,23UF,IX,M,202
2004,23UF,IX,F,247
2004,23UF,X,M,61
2004,23UF,X,F,62
2004,23UF,XI,M,13
2004,23UF,XI,F,32
2004,23UF,XII,M,1
2004,23UF,XII,F,7
2004,23UF,XIII,M,5
2004,23UF,XIII,F,11
2004,23UF,XIV,M,8
2004,23UF,XIV,F,5
2004,23UF,XV,F,0
2004,23UF,XVI,M,0
2004,23UF,XVI,F,0
2004,23UF,XVII,M,1
2004,23UF,XVII,F,0
2004,23UF,XVIII,M,6
2004,23UF,XVIII,F,29
2004,23UF,XX,M,18
2004,23UF,XX,F,12
2004,23UG,I,M,5
2004,23UG,I,F,0
2004,23UG,II,M,112
2004,23UG,II,F,111
2004,23UG,III,M,0
2004,23UG,III,F,1
2004,23UG,IV,M,1
2004,23UG,IV,F,4
2004,23UG,V,M,8
2004,23UG,V,F,25
2004,23UG,VI,M,10
2004,23UG,VI,F,20
2004,23UG,VII,M,0
2004,23UG,VII,F,0
2004,23UG,VIII,M,0
2004,23UG,VIII,F,0
2004,23UG,IX,M,139
2004,23UG,IX,F,139
2004,23UG,X,M,46
2004,23UG,X,F,46
2004,23UG,XI,M,23
2004,23UG,XI,F,22
2004,23UG,XII,M,0
2004,23UG,XII,F,0
2004,23UG,XIII,M,3
2004,23UG,XIII,F,5
2004,23UG,XIV,M,7
2004,23UG,XIV,F,6
2004,23UG,XV,F,0
2004,23UG,XVI,M,0
2004,23UG,XVI,F,0
2004,23UG,XVII,M,3
2004,23UG,XVII,F,2
2004,23UG,XVIII,M,5
2004,23UG,XVIII,F,18
2004,23UG,XX,M,19
2004,23UG,XX,F,6
2004,40UB,I,M,4
2004,40UB,I,F,9
2004,40UB,II,M,144
2004,40UB,II,F,121
2004,40UB,III,M,1
2004,40UB,III,F,0
2004,40UB,IV,M,4
2004,40UB,IV,F,6
2004,40UB,V,M,5
2004,40UB,V,F,23
2004,40UB,VI,M,16
2004,40UB,VI,F,23
2004,40UB,VII,M,1
2004,40UB,VII,F,0
2004,40UB,VIII,M,0
2004,40UB,VIII,F,0
2004,40UB,IX,M,219
2004,40UB,IX,F,211
2004,40UB,X,M,57
2004,40UB,X,F,63
2004,40UB,XI,M,23
2004,40UB,XI,F,30
2004,40UB,XII,M,0
2004,40UB,XII,F,4
2004,40UB,XIII,M,6
2004,40UB,XIII,F,13
2004,40UB,XIV,M,6
2004,40UB,XIV,F,16
2004,40UB,XV,F,0
2004,40UB,XVI,M,0
2004,40UB,XVI,F,0
2004,40UB,XVII,M,1
2004,40UB,XVII,F,2
2004,40UB,XVIII,M,6
2004,40UB,XVIII,F,28
2004,40UB,XX,M,17
2004,40UB,XX,F,15
2004,40UC,I,M,7
2004,40UC,I,F,13
2004,40UC,II,M,168
2004,40UC,II,F,152
2004,40UC,III,M,0
2004,40UC,III,F,2
2004,40UC,IV,M,5
2004,40UC,IV,F,9
2004,40UC,V,M,12
2004,40UC,V,F,15
2004,40UC,VI,M,18
2004,40UC,VI,F,16
2004,40UC,VII,M,0
2004,40UC,VII,F,0
2004,40UC,VIII,M,0
2004,40UC,VIII,F,0
2004,40UC,IX,M,213
2004,40UC,IX,F,217
2004,40UC,X,M,71
2004,40UC,X,F,67
2004,40UC,XI,M,15
2004,40UC,XI,F,28
2004,40UC,XII,M,1
2004,40UC,XII,F,1
2004,40UC,XIII,M,3
2004,40UC,XIII,F,8
2004,40UC,XIV,M,5
2004,40UC,XIV,F,11
2004,40UC,XV,F,0
2004,40UC,XVI,M,0
2004,40UC,XVI,F,0
2004,40UC,XVII,M,5
2004,40UC,XVII,F,2
2004,40UC,XVIII,M,7
2004,40UC,XVIII,F,29
2004,40UC,XX,M,17
2004,40UC,XX,F,10
2004,40UD,I,M,7
2004,40UD,I,F,10
2004,40UD,II,M,205
2004,40UD,II,F,230
2004,40UD,III,M,0
2004,40UD,III,F,3
2004,40UD,IV,M,10
2004,40UD,IV,F,9
2004,40UD,V,M,7
2004,40UD,V,F,33
2004,40UD,VI,M,22
2004,40UD,VI,F,32
2004,40UD,VII,M,0
2004,40UD,VII,F,0
2004,40UD,VIII,M,0
2004,40UD,VIII,F,0
2004,40UD,IX,M,266
2004,40UD,IX,F,321
2004,40UD,X,M,97
2004,40UD,X,F,113
2004,40UD,XI,M,29
2004,40UD,XI,F,61
2004,40UD,XII,M,1
2004,40UD,XII,F,6
2004,40UD,XIII,M,4
2004,40UD,XIII,F,12
2004,40UD,XIV,M,22
2004,40UD,XIV,F,19
2004,40UD,XV,F,0
2004,40UD,XVI,M,0
2004,40UD,XVI,F,0
2004,40UD,XVII,M,2
2004,40UD,XVII,F,3
2004,40UD,XVIII,M,7
2004,40UD,XVIII,F,39
2004,40UD,XX,M,33
2004,40UD,XX,F,30
2004,40UE,I,M,2
2004,40UE,I,F,8
2004,40UE,II,M,156
2004,40UE,II,F,158
2004,40UE,III,M,2
2004,40UE,III,F,4
2004,40UE,IV,M,5
2004,40UE,IV,F,11
2004,40UE,V,M,18
2004,40UE,V,F,24
2004,40UE,VI,M,20
2004,40UE,VI,F,27
2004,40UE,VII,M,0
2004,40UE,VII,F,0
2004,40UE,VIII,M,0
2004,40UE,VIII,F,1
2004,40UE,IX,M,188
2004,40UE,IX,F,217
2004,40UE,X,M,64
2004,40UE,X,F,82
2004,40UE,XI,M,26
2004,40UE,XI,F,24
2004,40UE,XII,M,0
2004,40UE,XII,F,2
2004,40UE,XIII,M,2
2004,40UE,XIII,F,7
2004,40UE,XIV,M,9
2004,40UE,XIV,F,14
2004,40UE,XV,F,0
2004,40UE,XVI,M,1
2004,40UE,XVI,F,0
2004,40UE,XVII,M,0
2004,40UE,XVII,F,2
2004,40UE,XVIII,M,7
2004,40UE,XVIII,F,18
2004,40UE,XX,M,18
2004,40UE,XX,F,13
2004,40UF,I,M,0
2004,40UF,I,F,1
2004,40UF,II,M,69
2004,40UF,II,F,65
2004,40UF,III,M,0
2004,40UF,III,F,1
2004,40UF,IV,M,3
2004,40UF,IV,F,4
2004,40UF,V,M,3
2004,40UF,V,F,9
2004,40UF,VI,M,6
2004,40UF,VI,F,8
2004,40UF,VII,M,0
2004,40UF,VII,F,0
2004,40UF,VIII,M,0
2004,40UF,VIII,F,0
2004,40UF,IX,M,93
2004,40UF,IX,F,77
2004,40UF,X,M,16
2004,40UF,X,F,22
2004,40UF,XI,M,14
2004,40UF,XI,F,9
2004,40UF,XII,M,0
2004,40UF,XII,F,1
2004,40UF,XIII,M,3
2004,40UF,XIII,F,4
2004,40UF,XIV,M,1
2004,40UF,XIV,F,5
2004,40UF,XV,F,0
2004,40UF,XVI,M,0
2004,40UF,XVI,F,0
2004,40UF,XVII,M,0
2004,40UF,XVII,F,2
2004,40UF,XVIII,M,9
2004,40UF,XVIII,F,22
2004,40UF,XX,M,8
2004,40UF,XX,F,9
2004,00HY,I,M,1
2004,00HY,I,F,4
2004,00HY,II,M,110
2004,00HY,II,F,89
2004,00HY,III,M,0
2004,00HY,III,F,0
2004,00HY,IV,M,3
2004,00HY,IV,F,4
2004,00HY,V,M,9
2004,00HY,V,F,21
2004,00HY,VI,M,11
2004,00HY,VI,F,9
2004,00HY,VII,M,0
2004,00HY,VII,F,0
2004,00HY,VIII,M,0
2004,00HY,VIII,F,0
2004,00HY,IX,M,131
2004,00HY,IX,F,130
2004,00HY,X,M,46
2004,00HY,X,F,43
2004,00HY,XI,M,15
2004,00HY,XI,F,12
2004,00HY,XII,M,1
2004,00HY,XII,F,1
2004,00HY,XIII,M,2
2004,00HY,XIII,F,3
2004,00HY,XIV,M,7
2004,00HY,XIV,F,9
2004,00HY,XV,F,0
2004,00HY,XVI,M,0
2004,00HY,XVI,F,1
2004,00HY,XVII,M,0
2004,00HY,XVII,F,0
2004,00HY,XVIII,M,3
2004,00HY,XVIII,F,16
2004,00HY,XX,M,11
2004,00HY,XX,F,4
2004,00HY,I,M,7
2004,00HY,I,F,14
2004,00HY,II,M,159
2004,00HY,II,F,129
2004,00HY,III,M,2
2004,00HY,III,F,1
2004,00HY,IV,M,7
2004,00HY,IV,F,8
2004,00HY,V,M,13
2004,00HY,V,F,9
2004,00HY,VI,M,8
2004,00HY,VI,F,21
2004,00HY,VII,M,0
2004,00HY,VII,F,0
2004,00HY,VIII,M,0
2004,00HY,VIII,F,0
2004,00HY,IX,M,193
2004,00HY,IX,F,202
2004,00HY,X,M,51
2004,00HY,X,F,73
2004,00HY,XI,M,21
2004,00HY,XI,F,30
2004,00HY,XII,M,2
2004,00HY,XII,F,4
2004,00HY,XIII,M,4
2004,00HY,XIII,F,10
2004,00HY,XIV,M,5
2004,00HY,XIV,F,10
2004,00HY,XV,F,0
2004,00HY,XVI,M,0
2004,00HY,XVI,F,0
2004,00HY,XVII,M,2
2004,00HY,XVII,F,2
2004,00HY,XVIII,M,5
2004,00HY,XVIII,F,27
2004,00HY,XX,M,24
2004,00HY,XX,F,16
2004,00HY,I,M,2
2004,00HY,I,F,5
2004,00HY,II,M,164
2004,00HY,II,F,130
2004,00HY,III,M,2
2004,00HY,III,F,0
2004,00HY,IV,M,6
2004,00HY,IV,F,10
2004,00HY,V,M,6
2004,00HY,V,F,26
2004,00HY,VI,M,13
2004,00HY,VI,F,19
2004,00HY,VII,M,0
2004,00HY,VII,F,0
2004,00HY,VIII,M,0
2004,00HY,VIII,F,1
2004,00HY,IX,M,223
2004,00HY,IX,F,243
2004,00HY,X,M,63
2004,00HY,X,F,95
2004,00HY,XI,M,19
2004,00HY,XI,F,21
2004,00HY,XII,M,1
2004,00HY,XII,F,3
2004,00HY,XIII,M,2
2004,00HY,XIII,F,15
2004,00HY,XIV,M,12
2004,00HY,XIV,F,16
2004,00HY,XV,F,0
2004,00HY,XVI,M,0
2004,00HY,XVI,F,0
2004,00HY,XVII,M,2
2004,00HY,XVII,F,2
2004,00HY,XVIII,M,7
2004,00HY,XVIII,F,42
2004,00HY,XX,M,18
2004,00HY,XX,F,14
2004,00HY,I,M,4
2004,00HY,I,F,7
2004,00HY,II,M,178
2004,00HY,II,F,154
2004,00HY,III,M,1
2004,00HY,III,F,0
2004,00HY,IV,M,8
2004,00HY,IV,F,3
2004,00HY,V,M,11
2004,00HY,V,F,23
2004,00HY,VI,M,15
2004,00HY,VI,F,19
2004,00HY,VII,M,0
2004,00HY,VII,F,0
2004,00HY,VIII,M,0
2004,00HY,VIII,F,0
2004,00HY,IX,M,197
2004,00HY,IX,F,238
2004,00HY,X,M,59
2004,00HY,X,F,79
2004,00HY,XI,M,15
2004,00HY,XI,F,32
2004,00HY,XII,M,1
2004,00HY,XII,F,1
2004,00HY,XIII,M,4
2004,00HY,XIII,F,14
2004,00HY,XIV,M,9
2004,00HY,XIV,F,7
2004,00HY,XV,F,1
2004,00HY,XVI,M,0
2004,00HY,XVI,F,0
2004,00HY,XVII,M,2
2004,00HY,XVII,F,5
2004,00HY,XVIII,M,9
2004,00HY,XVIII,F,43
2004,00HY,XX,M,22
2004,00HY,XX,F,6
2004,00NA,I,M,0
2004,00NA,I,F,2
2004,00NA,II,M,124
2004,00NA,II,F,107
2004,00NA,III,M,1
2004,00NA,III,F,1
2004,00NA,IV,M,9
2004,00NA,IV,F,8
2004,00NA,V,M,9
2004,00NA,V,F,25
2004,00NA,VI,M,5
2004,00NA,VI,F,10
2004,00NA,VII,M,0
2004,00NA,VII,F,0
2004,00NA,VIII,M,0
2004,00NA,VIII,F,0
2004,00NA,IX,M,114
2004,00NA,IX,F,132
2004,00NA,X,M,42
2004,00NA,X,F,67
2004,00NA,XI,M,8
2004,00NA,XI,F,19
2004,00NA,XII,M,0
2004,00NA,XII,F,1
2004,00NA,XIII,M,2
2004,00NA,XIII,F,6
2004,00NA,XIV,M,5
2004,00NA,XIV,F,10
2004,00NA,XV,F,0
2004,00NA,XVI,M,0
2004,00NA,XVI,F,0
2004,00NA,XVII,M,1
2004,00NA,XVII,F,0
2004,00NA,XVIII,M,2
2004,00NA,XVIII,F,7
2004,00NA,XX,M,19
2004,00NA,XX,F,11
2004,00NC,I,M,4
2004,00NC,I,F,13
2004,00NC,II,M,220
2004,00NC,II,F,197
2004,00NC,III,M,1
2004,00NC,III,F,1
2004,00NC,IV,M,9
2004,00NC,IV,F,17
2004,00NC,V,M,5
2004,00NC,V,F,24
2004,00NC,VI,M,23
2004,00NC,VI,F,20
2004,00NC,VII,M,0
2004,00NC,VII,F,0
2004,00NC,VIII,M,0
2004,00NC,VIII,F,0
2004,00NC,IX,M,232
2004,00NC,IX,F,287
2004,00NC,X,M,63
2004,00NC,X,F,92
2004,00NC,XI,M,27
2004,00NC,XI,F,28
2004,00NC,XII,M,4
2004,00NC,XII,F,4
2004,00NC,XIII,M,3
2004,00NC,XIII,F,8
2004,00NC,XIV,M,6
2004,00NC,XIV,F,15
2004,00NC,XV,F,0
2004,00NC,XVI,M,0
2004,00NC,XVI,F,1
2004,00NC,XVII,M,4
2004,00NC,XVII,F,2
2004,00NC,XVIII,M,3
2004,00NC,XVIII,F,11
2004,00NC,XX,M,35
2004,00NC,XX,F,24
2004,00NE,I,M,5
2004,00NE,I,F,8
2004,00NE,II,M,222
2004,00NE,II,F,183
2004,00NE,III,M,1
2004,00NE,III,F,1
2004,00NE,IV,M,15
2004,00NE,IV,F,10
2004,00NE,V,M,15
2004,00NE,V,F,39
2004,00NE,VI,M,17
2004,00NE,VI,F,27
2004,00NE,VII,M,0
2004,00NE,VII,F,0
2004,00NE,VIII,M,0
2004,00NE,VIII,F,0
2004,00NE,IX,M,275
2004,00NE,IX,F,325
2004,00NE,X,M,81
2004,00NE,X,F,108
2004,00NE,XI,M,23
2004,00NE,XI,F,37
2004,00NE,XII,M,0
2004,00NE,XII,F,3
2004,00NE,XIII,M,5
2004,00NE,XIII,F,19
2004,00NE,XIV,M,11
2004,00NE,XIV,F,11
2004,00NE,XV,F,0
2004,00NE,XVI,M,0
2004,00NE,XVI,F,0
2004,00NE,XVII,M,2
2004,00NE,XVII,F,1
2004,00NE,XVIII,M,5
2004,00NE,XVIII,F,2
2004,00NE,XX,M,42
2004,00NE,XX,F,26
2004,00NG,I,M,6
2004,00NG,I,F,3
2004,00NG,II,M,182
2004,00NG,II,F,154
2004,00NG,III,M,0
2004,00NG,III,F,2
2004,00NG,IV,M,8
2004,00NG,IV,F,9
2004,00NG,V,M,13
2004,00NG,V,F,17
2004,00NG,VI,M,17
2004,00NG,VI,F,26
2004,00NG,VII,M,0
2004,00NG,VII,F,0
2004,00NG,VIII,M,0
2004,00NG,VIII,F,0
2004,00NG,IX,M,213
2004,00NG,IX,F,256
2004,00NG,X,M,63
2004,00NG,X,F,105
2004,00NG,XI,M,18
2004,00NG,XI,F,32
2004,00NG,XII,M,1
2004,00NG,XII,F,1
2004,00NG,XIII,M,3
2004,00NG,XIII,F,8
2004,00NG,XIV,M,4
2004,00NG,XIV,F,9
2004,00NG,XV,F,0
2004,00NG,XVI,M,0
2004,00NG,XVI,F,0
2004,00NG,XVII,M,0
2004,00NG,XVII,F,2
2004,00NG,XVIII,M,1
2004,00NG,XVIII,F,1
2004,00NG,XX,M,28
2004,00NG,XX,F,21
2004,00NJ,I,M,2
2004,00NJ,I,F,6
2004,00NJ,II,M,210
2004,00NJ,II,F,182
2004,00NJ,III,M,2
2004,00NJ,III,F,1
2004,00NJ,IV,M,8
2004,00NJ,IV,F,8
2004,00NJ,V,M,6
2004,00NJ,V,F,20
2004,00NJ,VI,M,16
2004,00NJ,VI,F,24
2004,00NJ,VII,M,0
2004,00NJ,VII,F,0
2004,00NJ,VIII,M,0
2004,00NJ,VIII,F,0
2004,00NJ,IX,M,282
2004,00NJ,IX,F,285
2004,00NJ,X,M,81
2004,00NJ,X,F,128
2004,00NJ,XI,M,37
2004,00NJ,XI,F,39
2004,00NJ,XII,M,1
2004,00NJ,XII,F,3
2004,00NJ,XIII,M,3
2004,00NJ,XIII,F,13
2004,00NJ,XIV,M,7
2004,00NJ,XIV,F,10
2004,00NJ,XV,F,0
2004,00NJ,XVI,M,0
2004,00NJ,XVI,F,0
2004,00NJ,XVII,M,1
2004,00NJ,XVII,F,0
2004,00NJ,XVIII,M,1
2004,00NJ,XVIII,F,2
2004,00NJ,XX,M,44
2004,00NJ,XX,F,12
2004,00NL,I,M,5
2004,00NL,I,F,3
2004,00NL,II,M,195
2004,00NL,II,F,188
2004,00NL,III,M,2
2004,00NL,III,F,1
2004,00NL,IV,M,8
2004,00NL,IV,F,4
2004,00NL,V,M,20
2004,00NL,V,F,23
2004,00NL,VI,M,17
2004,00NL,VI,F,24
2004,00NL,VII,M,0
2004,00NL,VII,F,0
2004,00NL,VIII,M,0
2004,00NL,VIII,F,0
2004,00NL,IX,M,238
2004,00NL,IX,F,289
2004,00NL,X,M,83
2004,00NL,X,F,103
2004,00NL,XI,M,28
2004,00NL,XI,F,28
2004,00NL,XII,M,1
2004,00NL,XII,F,3
2004,00NL,XIII,M,1
2004,00NL,XIII,F,6
2004,00NL,XIV,M,6
2004,00NL,XIV,F,9
2004,00NL,XV,F,0
2004,00NL,XVI,M,0
2004,00NL,XVI,F,2
2004,00NL,XVII,M,0
2004,00NL,XVII,F,1
2004,00NL,XVIII,M,3
2004,00NL,XVIII,F,1
2004,00NL,XX,M,29
2004,00NL,XX,F,25
2004,00NN,I,M,2
2004,00NN,I,F,5
2004,00NN,II,M,188
2004,00NN,II,F,184
2004,00NN,III,M,1
2004,00NN,III,F,0
2004,00NN,IV,M,9
2004,00NN,IV,F,15
2004,00NN,V,M,7
2004,00NN,V,F,24
2004,00NN,VI,M,21
2004,00NN,VI,F,31
2004,00NN,VII,M,0
2004,00NN,VII,F,0
2004,00NN,VIII,M,0
2004,00NN,VIII,F,0
2004,00NN,IX,M,281
2004,00NN,IX,F,311
2004,00NN,X,M,102
2004,00NN,X,F,78
2004,00NN,XI,M,25
2004,00NN,XI,F,33
2004,00NN,XII,M,3
2004,00NN,XII,F,1
2004,00NN,XIII,M,7
2004,00NN,XIII,F,7
2004,00NN,XIV,M,12
2004,00NN,XIV,F,14
2004,00NN,XV,F,0
2004,00NN,XVI,M,0
2004,00NN,XVI,F,0
2004,00NN,XVII,M,3
2004,00NN,XVII,F,0
2004,00NN,XVIII,M,11
2004,00NN,XVIII,F,29
2004,00NN,XX,M,28
2004,00NN,XX,F,19
2004,00NQ,I,M,6
2004,00NQ,I,F,7
2004,00NQ,II,M,115
2004,00NQ,II,F,99
2004,00NQ,III,M,0
2004,00NQ,III,F,2
2004,00NQ,IV,M,4
2004,00NQ,IV,F,7
2004,00NQ,V,M,3
2004,00NQ,V,F,8
2004,00NQ,VI,M,14
2004,00NQ,VI,F,12
2004,00NQ,VII,M,0
2004,00NQ,VII,F,0
2004,00NQ,VIII,M,0
2004,00NQ,VIII,F,0
2004,00NQ,IX,M,154
2004,00NQ,IX,F,174
2004,00NQ,X,M,46
2004,00NQ,X,F,44
2004,00NQ,XI,M,27
2004,00NQ,XI,F,19
2004,00NQ,XII,M,1
2004,00NQ,XII,F,1
2004,00NQ,XIII,M,1
2004,00NQ,XIII,F,7
2004,00NQ,XIV,M,6
2004,00NQ,XIV,F,9
2004,00NQ,XV,F,0
2004,00NQ,XVI,M,0
2004,00NQ,XVI,F,0
2004,00NQ,XVII,M,1
2004,00NQ,XVII,F,1
2004,00NQ,XVIII,M,12
2004,00NQ,XVIII,F,9
2004,00NQ,XX,M,18
2004,00NQ,XX,F,12
2004,00NS,I,M,3
2004,00NS,I,F,12
2004,00NS,II,M,222
2004,00NS,II,F,156
2004,00NS,III,M,2
2004,00NS,III,F,2
2004,00NS,IV,M,17
2004,00NS,IV,F,16
2004,00NS,V,M,17
2004,00NS,V,F,29
2004,00NS,VI,M,13
2004,00NS,VI,F,20
2004,00NS,VII,M,0
2004,00NS,VII,F,0
2004,00NS,VIII,M,0
2004,00NS,VIII,F,0
2004,00NS,IX,M,221
2004,00NS,IX,F,274
2004,00NS,X,M,73
2004,00NS,X,F,66
2004,00NS,XI,M,28
