year,area,chapter,gender,value
2008,34UC,X,F,53
2008,34UC,XI,M,15
2008,34UC,XI,F,20
2008,34UC,XII,M,0
2008,34UC,XII,F,0
2008,34UC,XIII,M,1
2008,34UC,XIII,F,2
2008,34UC,XIV,M,12
2008,34UC,XIV,F,9
2008,34UC,XV,F,0
2008,34UC,XVI,M,0
2008,34UC,XVI,F,0
2008,34UC,XVII,M,3
2008,34UC,XVII,F,1
2008,34UC,XVIII,M,3
2008,34UC,XVIII,F,13
2008,34UC,XX,M,20
2008,34UC,XX,F,11
2008,34UD,I,M,5
2008,34UD,I,F,5
2008,34UD,II,M,110
2008,34UD,II,F,120
2008,34UD,III,M,3
2008,34UD,III,F,2
2008,34UD,IV,M,6
2008,34UD,IV,F,7
2008,34UD,V,M,8
2008,34UD,V,F,33
2008,34UD,VI,M,12
2008,34UD,VI,F,14
2008,34UD,VII,M,0
2008,34UD,VII,F,0
2008,34UD,VIII,M,0
2008,34UD,VIII,F,0
2008,34UD,IX,M,104
2008,34UD,IX,F,121
2008,34UD,X,M,60
2008,34UD,X,F,65
2008,34UD,XI,M,19
2008,34UD,XI,F,25
2008,34UD,XII,M,1
2008,34UD,XII,F,4
2008,34UD,XIII,M,2
2008,34UD,XIII,F,8
2008,34UD,XIV,M,18
2008,34UD,XIV,F,14
2008,34UD,XV,F,0
2008,34UD,XVI,M,0
2008,34UD,XVI,F,0
2008,34UD,XVII,M,0
2008,34UD,XVII,F,3
2008,34UD,XVIII,M,3
2008,34UD,XVIII,F,12
2008,34UD,XX,M,12
2008,34UD,XX,F,10
2008,34UE,I,M,9
2008,34UE,I,F,5
2008,34UE,II,M,104
2008,34UE,II,F,104
2008,34UE,III,M,2
2008,34UE,III,F,1
2008,34UE,IV,M,6
2008,34UE,IV,F,8
2008,34UE,V,M,12
2008,34UE,V,F,23
2008,34UE,VI,M,12
2008,34UE,VI,F,8
2008,34UE,VII,M,0
2008,34UE,VII,F,0
2008,34UE,VIII,M,0
2008,34UE,VIII,F,0
2008,34UE,IX,M,107
2008,34UE,IX,F,129
2008,34UE,X,M,37
2008,34UE,X,F,75
2008,34UE,XI,M,15
2008,34UE,XI,F,25
2008,34UE,XII,M,2
2008,34UE,XII,F,8
2008,34UE,XIII,M,0
2008,34UE,XIII,F,2
2008,34UE,XIV,M,7
2008,34UE,XIV,F,20
2008,34UE,XV,F,0
2008,34UE,XVI,M,0
2008,34UE,XVI,F,0
2008,34UE,XVII,M,2
2008,34UE,XVII,F,0
2008,34UE,XVIII,M,4
2008,34UE,XVIII,F,18
2008,34UE,XX,M,26
2008,34UE,XX,F,14
2008,34UF,I,M,15
2008,34UF,I,F,8
2008,34UF,II,M,272
2008,34UF,II,F,206
2008,34UF,III,M,1
2008,34UF,III,F,4
2008,34UF,IV,M,10
2008,34UF,IV,F,13
2008,34UF,V,M,22
2008,34UF,V,F,39
2008,34UF,VI,M,26
2008,34UF,VI,F,20
2008,34UF,VII,M,0
2008,34UF,VII,F,0
2008,34UF,VIII,M,0
2008,34UF,VIII,F,0
2008,34UF,IX,M,264
2008,34UF,IX,F,281
2008,34UF,X,M,99
2008,34UF,X,F,122
2008,34UF,XI,M,53
2008,34UF,XI,F,45
2008,34UF,XII,M,4
2008,34UF,XII,F,4
2008,34UF,XIII,M,3
2008,34UF,XIII,F,14
2008,34UF,XIV,M,19
2008,34UF,XIV,F,22
2008,34UF,XV,F,0
2008,34UF,XVI,M,2
2008,34UF,XVI,F,0
2008,34UF,XVII,M,2
2008,34UF,XVII,F,2
2008,34UF,XVIII,M,12
2008,34UF,XVIII,F,27
2008,34UF,XX,M,42
2008,34UF,XX,F,27
2008,34UG,I,M,4
2008,34UG,I,F,5
2008,34UG,II,M,99
2008,34UG,II,F,102
2008,34UG,III,M,3
2008,34UG,III,F,0
2008,34UG,IV,M,7
2008,34UG,IV,F,8
2008,34UG,V,M,1
2008,34UG,V,F,6
2008,34UG,VI,M,10
2008,34UG,VI,F,12
2008,34UG,VII,M,0
2008,34UG,VII,F,0
2008,34UG,VIII,M,0
2008,34UG,VIII,F,0
2008,34UG,IX,M,104
2008,34UG,IX,F,115
2008,34UG,X,M,41
2008,34UG,X,F,35
2008,34UG,XI,M,10
2008,34UG,XI,F,10
2008,34UG,XII,M,0
2008,34UG,XII,F,1
2008,34UG,XIII,M,0
2008,34UG,XIII,F,7
2008,34UG,XIV,M,7
2008,34UG,XIV,F,12
2008,34UG,XV,F,1
2008,34UG,XVI,M,0
2008,34UG,XVI,F,0
2008,34UG,XVII,M,0
2008,34UG,XVII,F,1
2008,34UG,XVIII,M,9
2008,34UG,XVIII,F,14
2008,34UG,XX,M,18
2008,34UG,XX,F,13
2008,34UH,I,M,1
2008,34UH,I,F,6
2008,34UH,II,M,99
2008,34UH,II,F,76
2008,34UH,III,M,0
2008,34UH,III,F,0
2008,34UH,IV,M,5
2008,34UH,IV,F,8
2008,34UH,V,M,12
2008,34UH,V,F,15
2008,34UH,VI,M,4
2008,34UH,VI,F,5
2008,34UH,VII,M,0
2008,34UH,VII,F,0
2008,34UH,VIII,M,0
2008,34UH,VIII,F,0
2008,34UH,IX,M,120
2008,34UH,IX,F,94
2008,34UH,X,M,50
2008,34UH,X,F,45
2008,34UH,XI,M,17
2008,34UH,XI,F,27
2008,34UH,XII,M,1
2008,34UH,XII,F,3
2008,34UH,XIII,M,1
2008,34UH,XIII,F,1
2008,34UH,XIV,M,8
2008,34UH,XIV,F,11
2008,34UH,XV,F,0
2008,34UH,XVI,M,0
2008,34UH,XVI,F,0
2008,34UH,XVII,M,1
2008,34UH,XVII,F,1
2008,34UH,XVIII,M,4
2008,34UH,XVIII,F,9
2008,34UH,XX,M,8
2008,34UH,XX,F,3
2008,37UB,I,M,9
2008,37UB,I,F,12
2008,37UB,II,M,162
2008,37UB,II,F,149
2008,37UB,III,M,0
2008,37UB,III,F,0
2008,37UB,IV,M,7
2008,37UB,IV,F,9
2008,37UB,V,M,24
2008,37UB,V,F,38
2008,37UB,VI,M,31
2008,37UB,VI,F,32
2008,37UB,VII,M,0
2008,37UB,VII,F,0
2008,37UB,VIII,M,0
2008,37UB,VIII,F,0
2008,37UB,IX,M,177
2008,37UB,IX,F,179
2008,37UB,X,M,73
2008,37UB,X,F,85
2008,37UB,XI,M,38
2008,37UB,XI,F,40
2008,37UB,XII,M,1
2008,37UB,XII,F,7
2008,37UB,XIII,M,3
2008,37UB,XIII,F,6
2008,37UB,XIV,M,8
2008,37UB,XIV,F,13
2008,37UB,XV,F,0
2008,37UB,XVI,M,0
2008,37UB,XVI,F,1
2008,37UB,XVII,M,2
2008,37UB,XVII,F,0
2008,37UB,XVIII,M,7
2008,37UB,XVIII,F,22
2008,37UB,XX,M,21
2008,37UB,XX,F,24
2008,37UC,I,M,2
2008,37UC,I,F,11
2008,37UC,II,M,176
2008,37UC,II,F,153
2008,37UC,III,M,2
2008,37UC,III,F,0
2008,37UC,IV,M,4
2008,37UC,IV,F,11
2008,37UC,V,M,9
2008,37UC,V,F,24
2008,37UC,VI,M,24
2008,37UC,VI,F,41
2008,37UC,VII,M,0
2008,37UC,VII,F,0
2008,37UC,VIII,M,0
2008,37UC,VIII,F,0
2008,37UC,IX,M,176
2008,37UC,IX,F,185
2008,37UC,X,M,85
2008,37UC,X,F,99
2008,37UC,XI,M,25
2008,37UC,XI,F,33
2008,37UC,XII,M,0
2008,37UC,XII,F,4
2008,37UC,XIII,M,3
2008,37UC,XIII,F,9
2008,37UC,XIV,M,13
2008,37UC,XIV,F,13
2008,37UC,XV,F,0
2008,37UC,XVI,M,0
2008,37UC,XVI,F,0
2008,37UC,XVII,M,0
2008,37UC,XVII,F,1
2008,37UC,XVIII,M,12
2008,37UC,XVIII,F,33
2008,37UC,XX,M,28
2008,37UC,XX,F,13
2008,37UD,I,M,9
2008,37UD,I,F,8
2008,37UD,II,M,169
2008,37UD,II,F,156
2008,37UD,III,M,1
2008,37UD,III,F,1
2008,37UD,IV,M,10
2008,37UD,IV,F,8
2008,37UD,V,M,7
2008,37UD,V,F,28
2008,37UD,VI,M,22
2008,37UD,VI,F,21
2008,37UD,VII,M,0
2008,37UD,VII,F,0
2008,37UD,VIII,M,0
2008,37UD,VIII,F,0
2008,37UD,IX,M,147
2008,37UD,IX,F,170
2008,37UD,X,M,72
2008,37UD,X,F,58
2008,37UD,XI,M,29
2008,37UD,XI,F,27
2008,37UD,XII,M,0
2008,37UD,XII,F,2
2008,37UD,XIII,M,1
2008,37UD,XIII,F,3
2008,37UD,XIV,M,13
2008,37UD,XIV,F,14
2008,37UD,XV,F,0
2008,37UD,XVI,M,0
2008,37UD,XVI,F,0
2008,37UD,XVII,M,0
2008,37UD,XVII,F,3
2008,37UD,XVIII,M,6
2008,37UD,XVIII,F,19
2008,37UD,XX,M,18
2008,37UD,XX,F,11
2008,37UE,I,M,4
2008,37UE,I,F,7
2008,37UE,II,M,153
2008,37UE,II,F,166
2008,37UE,III,M,0
2008,37UE,III,F,1
2008,37UE,IV,M,10
2008,37UE,IV,F,8
2008,37UE,V,M,13
2008,37UE,V,F,18
2008,37UE,VI,M,18
2008,37UE,VI,F,19
2008,37UE,VII,M,0
2008,37UE,VII,F,0
2008,37UE,VIII,M,0
2008,37UE,VIII,F,0
2008,37UE,IX,M,166
2008,37UE,IX,F,194
2008,37UE,X,M,87
2008,37UE,X,F,83
2008,37UE,XI,M,25
2008,37UE,XI,F,28
2008,37UE,XII,M,1
2008,37UE,XII,F,0
2008,37UE,XIII,M,1
2008,37UE,XIII,F,7
2008,37UE,XIV,M,15
2008,37UE,XIV,F,15
2008,37UE,XV,F,0
2008,37UE,XVI,M,1
2008,37UE,XVI,F,0
2008,37UE,XVII,M,0
2008,37UE,XVII,F,1
2008,37UE,XVIII,M,13
2008,37UE,XVIII,F,20
2008,37UE,XX,M,22
2008,37UE,XX,F,19
2008,37UF,I,M,8
2008,37UF,I,F,15
2008,37UF,II,M,145
2008,37UF,II,F,139
2008,37UF,III,M,2
2008,37UF,III,F,1
2008,37UF,IV,M,11
2008,37UF,IV,F,11
2008,37UF,V,M,12
2008,37UF,V,F,18
2008,37UF,VI,M,18
2008,37UF,VI,F,21
2008,37UF,VII,M,0
2008,37UF,VII,F,0
2008,37UF,VIII,M,1
2008,37UF,VIII,F,0
2008,37UF,IX,M,178
2008,37UF,IX,F,165
2008,37UF,X,M,64
2008,37UF,X,F,64
2008,37UF,XI,M,27
2008,37UF,XI,F,33
2008,37UF,XII,M,2
2008,37UF,XII,F,4
2008,37UF,XIII,M,2
2008,37UF,XIII,F,6
2008,37UF,XIV,M,9
2008,37UF,XIV,F,21
2008,37UF,XV,F,0
2008,37UF,XVI,M,0
2008,37UF,XVI,F,1
2008,37UF,XVII,M,1
2008,37UF,XVII,F,0
2008,37UF,XVIII,M,8
2008,37UF,XVIII,F,16
2008,37UF,XX,M,16
2008,37UF,XX,F,17
2008,37UG,I,M,5
2008,37UG,I,F,7
2008,37UG,II,M,206
2008,37UG,II,F,148
2008,37UG,III,M,2
2008,37UG,III,F,1
2008,37UG,IV,M,11
2008,37UG,IV,F,6
2008,37UG,V,M,16
2008,37UG,V,F,18
2008,37UG,VI,M,21
2008,37UG,VI,F,28
2008,37UG,VII,M,0
2008,37UG,VII,F,0
2008,37UG,VIII,M,0
2008,37UG,VIII,F,0
2008,37UG,IX,M,184
2008,37UG,IX,F,193
2008,37UG,X,M,85
2008,37UG,X,F,76
2008,37UG,XI,M,28
2008,37UG,XI,F,32
2008,37UG,XII,M,0
2008,37UG,XII,F,2
2008,37UG,XIII,M,3
2008,37UG,XIII,F,6
2008,37UG,XIV,M,9
2008,37UG,XIV,F,18
2008,37UG,XV,F,0
2008,37UG,XVI,M,1
2008,37UG,XVI,F,1
2008,37UG,XVII,M,0
2008,37UG,XVII,F,2
2008,37UG,XVIII,M,8
2008,37UG,XVIII,F,29
2008,37UG,XX,M,25
2008,37UG,XX,F,25
2008,37UJ,I,M,4
2008,37UJ,I,F,6
2008,37UJ,II,M,146
2008,37UJ,II,F,136
2008,37UJ,III,M,1
2008,37UJ,III,F,1
2008,37UJ,IV,M,7
2008,37UJ,IV,F,9
2008,37UJ,V,M,16
2008,37UJ,V,F,24
2008,37UJ,VI,M,22
2008,37UJ,VI,F,29
2008,37UJ,VII,M,0
2008,37UJ,VII,F,0
2008,37UJ,VIII,M,0
2008,37UJ,VIII,F,0
2008,37UJ,IX,M,137
2008,37UJ,IX,F,168
2008,37UJ,X,M,51
2008,37UJ,X,F,65
2008,37UJ,XI,M,19
2008,37UJ,XI,F,18
2008,37UJ,XII,M,0
2008,37UJ,XII,F,2
2008,37UJ,XIII,M,4
2008,37UJ,XIII,F,4
2008,37UJ,XIV,M,7
2008,37UJ,XIV,F,16
2008,37UJ,XV,F,0
2008,37UJ,XVI,M,0
2008,37UJ,XVI,F,0
2008,37UJ,XVII,M,1
2008,37UJ,XVII,F,3
2008,37UJ,XVIII,M,11
2008,37UJ,XVIII,F,41
2008,37UJ,XX,M,16
2008,37UJ,XX,F,14
2008,00AG,I,M,8
2008,00AG,I,F,13
2008,00AG,II,M,184
2008,00AG,II,F,143
2008,00AG,III,M,2
2008,00AG,III,F,2
2008,00AG,IV,M,10
2008,00AG,IV,F,6
2008,00AG,V,M,18
2008,00AG,V,F,21
2008,00AG,VI,M,14
2008,00AG,VI,F,16
2008,00AG,VII,M,0
2008,00AG,VII,F,0
2008,00AG,VIII,M,0
2008,00AG,VIII,F,0
2008,00AG,IX,M,211
2008,00AG,IX,F,153
2008,00AG,X,M,83
2008,00AG,X,F,83
2008,00AG,XI,M,51
2008,00AG,XI,F,30
2008,00AG,XII,M,1
2008,00AG,XII,F,0
2008,00AG,XIII,M,2
2008,00AG,XIII,F,4
2008,00AG,XIV,M,7
2008,00AG,XIV,F,17
2008,00AG,XV,F,0
2008,00AG,XVI,M,2
2008,00AG,XVI,F,0
2008,00AG,XVII,M,3
2008,00AG,XVII,F,0
2008,00AG,XVIII,M,15
2008,00AG,XVIII,F,23
2008,00AG,XX,M,41
2008,00AG,XX,F,26
2008,00AA,I,M,1
2008,00AA,I,F,0
2008,00AA,II,M,4
2008,00AA,II,F,7
2008,00AA,III,M,0
2008,00AA,III,F,0
2008,00AA,IV,M,0
2008,00AA,IV,F,0
2008,00AA,V,M,0
2008,00AA,V,F,2
2008,00AA,VI,M,0
2008,00AA,VI,F,1
2008,00AA,VII,M,0
2008,00AA,VII,F,0
2008,00AA,VIII,M,0
2008,00AA,VIII,F,0
2008,00AA,IX,M,9
2008,00AA,IX,F,7
2008,00AA,X,M,3
2008,00AA,X,F,0
2008,00AA,XI,M,0
2008,00AA,XI,F,1
2008,00AA,XII,M,0
2008,00AA,XII,F,0
2008,00AA,XIII,M,0
2008,00AA,XIII,F,0
2008,00AA,XIV,M,0
2008,00AA,XIV,F,0
2008,00AA,XV,F,0
2008,00AA,XVI,M,0
2008,00AA,XVI,F,0
2008,00AA,XVII,M,0
2008,00AA,XVII,F,0
2008,00AA,XVIII,M,0
2008,00AA,XVIII,F,1
2008,00AA,XX,M,0
2008,00AA,XX,F,1
2008,00AM,I,M,13
2008,00AM,I,F,10
2008,00AM,II,M,145
2008,00AM,II,F,142
2008,00AM,III,M,1
2008,00AM,III,F,1
2008,00AM,IV,M,5
2008,00AM,IV,F,12
2008,00AM,V,M,14
2008,00AM,V,F,14
2008,00AM,VI,M,16
2008,00AM,VI,F,7
2008,00AM,VII,M,0
2008,00AM,VII,F,0
2008,00AM,VIII,M,0
2008,00AM,VIII,F,0
2008,00AM,IX,M,199
2008,00AM,IX,F,190
2008,00AM,X,M,72
2008,00AM,X,F,63
2008,00AM,XI,M,43
2008,00AM,XI,F,34
2008,00AM,XII,M,0
2008,00AM,XII,F,1
2008,00AM,XIII,M,3
2008,00AM,XIII,F,9
2008,00AM,XIV,M,9
2008,00AM,XIV,F,16
2008,00AM,XV,F,0
2008,00AM,XVI,M,0
2008,00AM,XVI,F,2
2008,00AM,XVII,M,2
2008,00AM,XVII,F,0
2008,00AM,XVIII,M,6
2008,00AM,XVIII,F,9
2008,00AM,XX,M,56
2008,00AM,XX,F,16
2008,00AN,I,M,15
2008,00AN,I,F,13
2008,00AN,II,M,141
2008,00AN,II,F,130
2008,00AN,III,M,3
2008,00AN,III,F,1
2008,00AN,IV,M,16
2008,00AN,IV,F,6
2008,00AN,V,M,18
2008,00AN,V,F,19
2008,00AN,VI,M,19
2008,00AN,VI,F,14
2008,00AN,VII,M,0
2008,00AN,VII,F,0
2008,00AN,VIII,M,0
2008,00AN,VIII,F,0
2008,00AN,IX,M,155
2008,00AN,IX,F,163
2008,00AN,X,M,61
2008,00AN,X,F,60
2008,00AN,XI,M,30
2008,00AN,XI,F,23
2008,00AN,XII,M,1
2008,00AN,XII,F,2
2008,00AN,XIII,M,1
2008,00AN,XIII,F,7
2008,00AN,XIV,M,11
2008,00AN,XIV,F,14
2008,00AN,XV,F,0
2008,00AN,XVI,M,2
2008,00AN,XVI,F,0
2008,00AN,XVII,M,2
2008,00AN,XVII,F,1
2008,00AN,XVIII,M,8
2008,00AN,XVIII,F,9
2008,00AN,XX,M,29
2008,00AN,XX,F,11
2008,00AP,I,M,16
2008,00AP,I,F,12
2008,00AP,II,M,175
2008,00AP,II,F,162
2008,00AP,III,M,2
2008,00AP,III,F,2
2008,00AP,IV,M,14
2008,00AP,IV,F,9
2008,00AP,V,M,16
2008,00AP,V,F,7
2008,00AP,VI,M,25
2008,00AP,VI,F,12
2008,00AP,VII,M,0
2008,00AP,VII,F,0
2008,00AP,VIII,M,0
2008,00AP,VIII,F,0
2008,00AP,IX,M,217
2008,00AP,IX,F,162
2008,00AP,X,M,70
2008,00AP,X,F,77
2008,00AP,XI,M,32
2008,00AP,XI,F,21
2008,00AP,XII,M,3
2008,00AP,XII,F,1
2008,00AP,XIII,M,4
2008,00AP,XIII,F,6
2008,00AP,XIV,M,19
2008,00AP,XIV,F,11
2008,00AP,XV,F,0
2008,00AP,XVI,M,0
2008,00AP,XVI,F,0
2008,00AP,XVII,M,0
2008,00AP,XVII,F,2
2008,00AP,XVIII,M,8
2008,00AP,XVIII,F,10
2008,00AP,XX,M,51
2008,00AP,XX,F,20
2008,00AU,I,M,7
2008,00AU,I,F,7
2008,00AU,II,M,170
2008,00AU,II,F,151
2008,00AU,III,M,0
2008,00AU,III,F,1
2008,00AU,IV,M,9
2008,00AU,IV,F,9
2008,00AU,V,M,18
2008,00AU,V,F,18
2008,00AU,VI,M,6
2008,00AU,VI,F,16
2008,00AU,VII,M,0
2008,00AU,VII,F,0
2008,00AU,VIII,M,0
2008,00AU,VIII,F,0
2008,00AU,IX,M,190
2008,00AU,IX,F,156
2008,00AU,X,M,88
2008,00AU,X,F,74
2008,00AU,XI,M,33
2008,00AU,XI,F,30
2008,00AU,XII,M,3
2008,00AU,XII,F,2
2008,00AU,XIII,M,0
2008,00AU,XIII,F,2
2008,00AU,XIV,M,9
2008,00AU,XIV,F,16
2008,00AU,XV,F,0
2008,00AU,XVI,M,1
2008,00AU,XVI,F,0
2008,00AU,XVII,M,3
2008,00AU,XVII,F,1
2008,00AU,XVIII,M,13
2008,00AU,XVIII,F,15
2008,00AU,XX,M,41
2008,00AU,XX,F,26
2008,00AW,I,M,12
2008,00AW,I,F,5
2008,00AW,II,M,125
2008,00AW,II,F,124
2008,00AW,III,M,1
2008,00AW,III,F,2
2008,00AW,IV,M,7
2008,00AW,IV,F,8
2008,00AW,V,M,9
2008,00AW,V,F,13
2008,00AW,VI,M,18
2008,00AW,VI,F,7
2008,00AW,VII,M,0
2008,00AW,VII,F,0
2008,00AW,VIII,M,0
2008,00AW,VIII,F,0
2008,00AW,IX,M,149
2008,00AW,IX,F,132
2008,00AW,X,M,47
2008,00AW,X,F,53
2008,00AW,XI,M,17
2008,00AW,XI,F,20
2008,00AW,XII,M,1
2008,00AW,XII,F,4
2008,00AW,XIII,M,2
2008,00AW,XIII,F,5
2008,00AW,XIV,M,5
2008,00AW,XIV,F,11
2008,00AW,XV,F,0
2008,00AW,XVI,M,0
2008,00AW,XVI,F,0
2008,00AW,XVII,M,0
2008,00AW,XVII,F,0
2008,00AW,XVIII,M,5
2008,00AW,XVIII,F,22
2008,00AW,XX,M,25
2008,00AW,XX,F,19
2008,00AY,I,M,25
2008,00AY,I,F,10
2008,00AY,II,M,246
2008,00AY,II,F,212
2008,00AY,III,M,4
2008,00AY,III,F,1
2008,00AY,IV,M,13
2008,00AY,IV,F,13
2008,00AY,V,M,26
2008,00AY,V,F,28
2008,00AY,VI,M,34
2008,00AY,VI,F,39
2008,00AY,VII,M,0
2008,00AY,VII,F,0
2008,00AY,VIII,M,0
2008,00AY,VIII,F,0
2008,00AY,IX,M,256
2008,00AY,IX,F,216
2008,00AY,X,M,96
2008,00AY,X,F,91
2008,00AY,XI,M,47
2008,00AY,XI,F,43
2008,00AY,XII,M,2
2008,00AY,XII,F,7
2008,00AY,XIII,M,9
2008,00AY,XIII,F,9
2008,00AY,XIV,M,23
2008,00AY,XIV,F,23
2008,00AY,XV,F,0
2008,00AY,XVI,M,1
2008,00AY,XVI,F,1
2008,00AY,XVII,M,3
2008,00AY,XVII,F,2
2008,00AY,XVIII,M,18
2008,00AY,XVIII,F,16
2008,00AY,XX,M,50
2008,00AY,XX,F,18
2008,00AZ,I,M,11
2008,00AZ,I,F,15
2008,00AZ,II,M,258
2008,00AZ,II,F,231
2008,00AZ,III,M,2
2008,00AZ,III,F,2
2008,00AZ,IV,M,12
2008,00AZ,IV,F,16
2008,00AZ,V,M,25
2008,00AZ,V,F,29
2008,00AZ,VI,M,27
2008,00AZ,VI,F,29
2008,00AZ,VII,M,0
2008,00AZ,VII,F,0
2008,00AZ,VIII,M,0
2008,00AZ,VIII,F,0
2008,00AZ,IX,M,283
2008,00AZ,IX,F,304
2008,00AZ,X,M,135
2008,00AZ,X,F,134
2008,00AZ,XI,M,58
2008,00AZ,XI,F,43
2008,00AZ,XII,M,1
2008,00AZ,XII,F,2
2008,00AZ,XIII,M,3
2008,00AZ,XIII,F,17
2008,00AZ,XIV,M,28
2008,00AZ,XIV,F,32
2008,00AZ,XV,F,1
2008,00AZ,XVI,M,2
2008,00AZ,XVI,F,0
2008,00AZ,XVII,M,2
2008,00AZ,XVII,F,2
2008,00AZ,XVIII,M,13
2008,00AZ,XVIII,F,20
2008,00AZ,XX,M,36
2008,00AZ,XX,F,21
2008,00BB,I,M,21
2008,00BB,I,F,18
2008,00BB,II,M,199
2008,00BB,II,F,166
2008,00BB,III,M,2
2008,00BB,III,F,4
2008,00BB,IV,M,13
2008,00BB,IV,F,10
2008,00BB,V,M,14
2008,00BB,V,F,22
2008,00BB,VI,M,17
2008,00BB,VI,F,17
2008,00BB,VII,M,0
2008,00BB,VII,F,0
2008,00BB,VIII,M,0
2008,00BB,VIII,F,0
2008,00BB,IX,M,291
2008,00BB,IX,F,202
2008,00BB,X,M,90
2008,00BB,X,F,89
2008,00BB,XI,M,55
2008,00BB,XI,F,44
2008,00BB,XII,M,0
2008,00BB,XII,F,4
2008,00BB,XIII,M,3
2008,00BB,XIII,F,6
2008,00BB,XIV,M,14
2008,00BB,XIV,F,21
2008,00BB,XV,F,0
2008,00BB,XVI,M,0
2008,00BB,XVI,F,1
2008,00BB,XVII,M,2
2008,00BB,XVII,F,4
2008,00BB,XVIII,M,13
2008,00BB,XVIII,F,14
2008,00BB,XX,M,44
2008,00BB,XX,F,24
2008,00BE,I,M,13
2008,00BE,I,F,17
2008,00BE,II,M,241
2008,00BE,II,F,231
2008,00BE,III,M,1
2008,00BE,III,F,0
2008,00BE,IV,M,11
2008,00BE,IV,F,13
2008,00BE,V,M,28
2008,00BE,V,F,14
2008,00BE,VI,M,22
2008,00BE,VI,F,27
2008,00BE,VII,M,0
2008,00BE,VII,F,0
2008,00BE,VIII,M,0
2008,00BE,VIII,F,0
2008,00BE,IX,M,233
2008,00BE,IX,F,203
2008,00BE,X,M,121
2008,00BE,X,F,101
2008,00BE,XI,M,53
2008,00BE,XI,F,44
2008,00BE,XII,M,3
2008,00BE,XII,F,7
2008,00BE,XIII,M,3
2008,00BE,XIII,F,15
2008,00BE,XIV,M,18
2008,00BE,XIV,F,23
2008,00BE,XV,F,0
2008,00BE,XVI,M,2
2008,00BE,XVI,F,1
2008,00BE,XVII,M,4
2008,00BE,XVII,F,1
2008,00BE,XVIII,M,5
2008,00BE,XVIII,F,12
2008,00BE,XX,M,54
2008,00BE,XX,F,20
2008,00BG,I,M,13
2008,00BG,I,F,11
2008,00BG,II,M,181
2008,00BG,II,F,159
2008,00BG,III,M,0
2008,00BG,III,F,5
2008,00BG,IV,M,6
2008,00BG,IV,F,8
2008,00BG,V,M,17
2008,00BG,V,F,18
2008,00BG,VI,M,8
2008,00BG,VI,F,9
2008,00BG,VII,M,0
2008,00BG,VII,F,0
2008,00BG,VIII,M,0
2008,00BG,VIII,F,0
2008,00BG,IX,M,207
2008,00BG,IX,F,155
2008,00BG,X,M,91
2008,00BG,X,F,80
2008,00BG,XI,M,33
2008,00BG,XI,F,26
2008,00BG,XII,M,2
2008,00BG,XII,F,1
2008,00BG,XIII,M,6
2008,00BG,XIII,F,1
2008,00BG,XIV,M,15
2008,00BG,XIV,F,16
2008,00BG,XV,F,0
2008,00BG,XVI,M,2
2008,00BG,XVI,F,0
2008,00BG,XVII,M,1
2008,00BG,XVII,F,4
2008,00BG,XVIII,M,6
2008,00BG,XVIII,F,1
2008,00BG,XX,M,35
2008,00BG,XX,F,19
2008,00BJ,I,M,11
2008,00BJ,I,F,12
2008,00BJ,II,M,235
2008,00BJ,II,F,232
2008,00BJ,III,M,2
2008,00BJ,III,F,2
2008,00BJ,IV,M,16
2008,00BJ,IV,F,15
2008,00BJ,V,M,7
2008,00BJ,V,F,29
2008,00BJ,VI,M,44
2008,00BJ,VI,F,38
2008,00BJ,VII,M,0
2008,00BJ,VII,F,0
2008,00BJ,VIII,M,1
2008,00BJ,VIII,F,0
2008,00BJ,IX,M,270
2008,00BJ,IX,F,336
2008,00BJ,X,M,90
2008,00BJ,X,F,129
2008,00BJ,XI,M,49
2008,00BJ,XI,F,39
2008,00BJ,XII,M,1
2008,00BJ,XII,F,2
2008,00BJ,XIII,M,6
2008,00BJ,XIII,F,9
2008,00BJ,XIV,M,14
2008,00BJ,XIV,F,19
2008,00BJ,XV,F,0
2008,00BJ,XVI,M,1
2008,00BJ,XVI,F,0
2008,00BJ,XVII,M,2
2008,00BJ,XVII,F,5
2008,00BJ,XVIII,M,10
2008,00BJ,XVIII,F,22
2008,00BJ,XX,M,34
2008,00BJ,XX,F,34
2008,00BK,I,M,7
2008,00BK,I,F,10
2008,00BK,II,M,151
2008,00BK,II,F,147
2008,00BK,III,M,0
2008,00BK,III,F,3
2008,00BK,IV,M,6
2008,00BK,IV,F,10
2008,00BK,V,M,11
2008,00BK,V,F,15
2008,00BK,VI,M,19
2008,00BK,VI,F,14
2008,00BK,VII,M,0
2008,00BK,VII,F,0
2008,00BK,VIII,M,0
2008,00BK,VIII,F,0
2008,00BK,IX,M,182
2008,00BK,IX,F,161
2008,00BK,X,M,55
2008,00BK,X,F,66
2008,00BK,XI,M,37
2008,00BK,XI,F,16
2008,00BK,XII,M,1
2008,00BK,XII,F,3
2008,00BK,XIII,M,2
2008,00BK,XIII,F,7
2008,00BK,XIV,M,8
2008,00BK,XIV,F,11
2008,00BK,XV,F,0
2008,00BK,XVI,M,0
2008,00BK,XVI,F,1
2008,00BK,XVII,M,2
2008,00BK,XVII,F,1
2008,00BK,XVIII,M,5
2008,00BK,XVIII,F,13
2008,00BK,XX,M,39
2008,00BK,XX,F,26
2008,00AB,I,M,6
2008,00AB,I,F,8
2008,00AB,II,M,213
